flag_id,track,flagged_side,first_flagged_at,first_flagged_model_prob,first_flagged_market_price,first_flagged_edge,consensus_available,consensus_label,consensus_price,consensus_edge,last_seen_at,last_seen_market_price,status,closing_market_price,closing_pulled_at,price_moved,clv_edge_at_close,series_ticker,city_label,station_id,target_date,strike_type,floor_strike,cap_strike,forecast_kind,forecast_value_f,lead_days,model_sigma_f,sigma_source
KXLOWTOKC-26SEP10-B72.5,weather,no,2026-09-09T19:49:34Z,0.8419,0.635,0.2069,False,,,,2026-09-09T19:49:34Z,0.635,open,,,,,KXLOWTOKC,Low Temperature Oklahoma City,KOKC,2026-09-10,between,72.0,73.0,min,74.0,1,1.72,real_measured
KXLOWTOKC-26SEP10-B70.5,weather,no,2026-09-09T19:49:34Z,0.9697,0.825,0.1447,False,,,,2026-09-09T19:49:34Z,0.825,open,,,,,KXLOWTOKC,Low Temperature Oklahoma City,KOKC,2026-09-10,between,70.0,71.0,min,74.0,1,1.72,real_measured
KXLOWTOKC-26SEP10-B68.5,weather,no,2026-09-09T19:49:34Z,0.9985,0.905,0.0935,False,,,,2026-09-09T19:49:34Z,0.905,open,,,,,KXLOWTOKC,Low Temperature Oklahoma City,KOKC,2026-09-10,between,68.0,69.0,min,74.0,1,1.72,real_measured
KXLOWTOKC-26SEP09-T78,weather,yes,2026-09-09T19:49:34Z,0.321,0.005,0.316,False,,,,2026-09-09T19:49:34Z,0.005,open,,,,,KXLOWTOKC,Low Temperature Oklahoma City,KOKC,2026-09-09,greater,78.0,,min,77.0,0,2.15,real_measured
KXLOWTOKC-26SEP09-B77.5,weather,no,2026-09-09T19:49:34Z,0.821,0.03,0.791,False,,,,2026-09-09T19:49:34Z,0.03,open,,,,,KXLOWTOKC,Low Temperature Oklahoma City,KOKC,2026-09-09,between,77.0,78.0,min,77.0,0,2.15,real_measured
KXLOWTOKC-26SEP09-B75.5,weather,yes,2026-09-09T19:49:34Z,0.1448,0.035,0.1098,False,,,,2026-09-09T19:49:34Z,0.035,open,,,,,KXLOWTOKC,Low Temperature Oklahoma City,KOKC,2026-09-09,between,75.0,76.0,min,77.0,0,2.15,real_measured
KXLOWTAUS-26SEP10-T77,weather,yes,2026-09-09T19:49:34Z,0.1218,0.07,0.0518,False,,,,2026-09-09T19:49:34Z,0.07,open,,,,,KXLOWTAUS,Lowest temperature in Austin,KAUS,2026-09-10,greater,77.0,,min,75.0,1,1.72,real_measured
KXLOWTAUS-26SEP10-T70,weather,no,2026-09-09T19:49:34Z,0.9982,0.965,0.0332,False,,,,2026-09-09T19:49:34Z,0.965,open,,,,,KXLOWTAUS,Lowest temperature in Austin,KAUS,2026-09-10,less,,70.0,min,75.0,1,1.72,real_measured
KXLOWTAUS-26SEP10-B76.5,weather,yes,2026-09-09T19:49:34Z,0.1581,0.125,0.0331,False,,,,2026-09-09T19:49:34Z,0.125,open,,,,,KXLOWTAUS,Lowest temperature in Austin,KAUS,2026-09-10,between,76.0,77.0,min,75.0,1,1.72,real_measured
KXLOWTAUS-26SEP10-B74.5,weather,no,2026-09-09T19:49:34Z,0.78,0.56,0.22,False,,,,2026-09-09T19:49:34Z,0.56,open,,,,,KXLOWTAUS,Lowest temperature in Austin,KAUS,2026-09-10,between,74.0,75.0,min,75.0,1,1.72,real_measured
KXLOWTAUS-26SEP10-B72.5,weather,no,2026-09-09T19:49:34Z,0.9183,0.72,0.1983,False,,,,2026-09-09T19:49:34Z,0.72,open,,,,,KXLOWTAUS,Lowest temperature in Austin,KAUS,2026-09-10,between,72.0,73.0,min,75.0,1,1.72,real_measured
KXLOWTAUS-26SEP10-B70.5,weather,no,2026-09-09T19:49:34Z,0.9919,0.905,0.0869,False,,,,2026-09-09T19:49:34Z,0.905,open,,,,,KXLOWTAUS,Lowest temperature in Austin,KAUS,2026-09-10,between,70.0,71.0,min,75.0,1,1.72,real_measured
KXLOWTAUS-26SEP09-T78,weather,yes,2026-09-09T19:49:34Z,0.0815,0.005,0.0765,False,,,,2026-09-09T19:49:34Z,0.005,open,,,,,KXLOWTAUS,Lowest temperature in Austin,KAUS,2026-09-09,greater,78.0,,min,75.0,0,2.15,real_measured
KXLOWTAUS-26SEP09-B77.5,weather,yes,2026-09-09T19:49:34Z,0.0947,0.005,0.0897,False,,,,2026-09-09T19:49:34Z,0.005,open,,,,,KXLOWTAUS,Lowest temperature in Austin,KAUS,2026-09-09,between,77.0,78.0,min,75.0,0,2.15,real_measured
KXLOWTAUS-26SEP09-B75.5,weather,no,2026-09-09T19:49:34Z,0.821,0.015,0.806,False,,,,2026-09-09T19:49:34Z,0.015,open,,,,,KXLOWTAUS,Lowest temperature in Austin,KAUS,2026-09-09,between,75.0,76.0,min,75.0,0,2.15,real_measured
KXLOWTAUS-26SEP09-B73.5,weather,yes,2026-09-09T19:49:34Z,0.1448,0.025,0.1198,False,,,,2026-09-09T19:49:34Z,0.025,open,,,,,KXLOWTAUS,Lowest temperature in Austin,KAUS,2026-09-09,between,73.0,74.0,min,75.0,0,2.15,real_measured
KXLOWTAUS-26SEP09-B71.5,weather,yes,2026-09-09T19:49:34Z,0.0501,0.005,0.0451,False,,,,2026-09-09T19:49:34Z,0.005,open,,,,,KXLOWTAUS,Lowest temperature in Austin,KAUS,2026-09-09,between,71.0,72.0,min,75.0,0,2.15,real_measured
KXLOWTCHI-26SEP10-B68.5,weather,no,2026-09-09T19:49:34Z,0.8419,0.7,0.1419,False,,,,2026-09-09T19:49:34Z,0.7,open,,,,,KXLOWTCHI,Lowest Temperature Chicago,KMDW,2026-09-10,between,68.0,69.0,min,67.0,1,1.72,real_measured
KXLOWTCHI-26SEP10-B66.5,weather,no,2026-09-09T19:49:34Z,0.78,0.63,0.15,False,,,,2026-09-09T19:49:34Z,0.63,open,,,,,KXLOWTCHI,Lowest Temperature Chicago,KMDW,2026-09-10,between,66.0,67.0,min,67.0,1,1.72,real_measured
KXLOWTCHI-26SEP10-B64.5,weather,no,2026-09-09T19:49:34Z,0.9183,0.835,0.0833,False,,,,2026-09-09T19:49:34Z,0.835,open,,,,,KXLOWTCHI,Lowest Temperature Chicago,KMDW,2026-09-10,between,64.0,65.0,min,67.0,1,1.72,real_measured
KXLOWTCHI-26SEP10-B62.5,weather,no,2026-09-09T19:49:34Z,0.9919,0.95,0.0419,False,,,,2026-09-09T19:49:34Z,0.95,open,,,,,KXLOWTCHI,Lowest Temperature Chicago,KMDW,2026-09-10,between,62.0,63.0,min,67.0,1,1.72,real_measured
KXLOWTCHI-26SEP09-T68,weather,yes,2026-09-09T19:49:34Z,0.0815,0.035,0.0465,False,,,,2026-09-09T19:49:34Z,0.035,open,,,,,KXLOWTCHI,Lowest Temperature Chicago,KMDW,2026-09-09,less,,68.0,min,71.0,0,2.15,real_measured
KXLOWTCHI-26SEP09-B74.5,weather,yes,2026-09-09T19:49:34Z,0.0501,0.005,0.0451,False,,,,2026-09-09T19:49:34Z,0.005,open,,,,,KXLOWTCHI,Lowest Temperature Chicago,KMDW,2026-09-09,between,74.0,75.0,min,71.0,0,2.15,real_measured
KXLOWTCHI-26SEP09-B72.5,weather,no,2026-09-09T19:49:34Z,0.8552,0.43,0.4252,False,,,,2026-09-09T19:49:34Z,0.43,open,,,,,KXLOWTCHI,Lowest Temperature Chicago,KMDW,2026-09-09,between,72.0,73.0,min,71.0,0,2.15,real_measured
KXLOWTCHI-26SEP09-B70.5,weather,no,2026-09-09T19:49:34Z,0.821,0.55,0.271,False,,,,2026-09-09T19:49:34Z,0.55,open,,,,,KXLOWTCHI,Lowest Temperature Chicago,KMDW,2026-09-09,between,70.0,71.0,min,71.0,0,2.15,real_measured
KXHIGHMIA-26SEP10-T93,weather,yes,2026-09-09T19:49:34Z,0.1218,0.005,0.1168,False,,,,2026-09-09T19:49:34Z,0.005,open,,,,,KXHIGHMIA,Highest temperature in Miami,KMIA,2026-09-10,greater,93.0,,max,91.0,1,1.72,real_measured
KXHIGHMIA-26SEP10-B92.5,weather,no,2026-09-09T19:49:34Z,0.8419,0.805,0.0369,False,,,,2026-09-09T19:49:34Z,0.805,open,,,,,KXHIGHMIA,Highest temperature in Miami,KMIA,2026-09-10,between,92.0,93.0,max,91.0,1,1.72,real_measured
KXHIGHMIA-26SEP10-B90.5,weather,no,2026-09-09T19:49:34Z,0.78,0.505,0.275,False,,,,2026-09-09T19:49:34Z,0.505,open,,,,,KXHIGHMIA,Highest temperature in Miami,KMIA,2026-09-10,between,90.0,91.0,max,91.0,1,1.72,real_measured
KXHIGHMIA-26SEP10-B88.5,weather,no,2026-09-09T19:49:34Z,0.9183,0.715,0.2033,False,,,,2026-09-09T19:49:34Z,0.715,open,,,,,KXHIGHMIA,Highest temperature in Miami,KMIA,2026-09-10,between,88.0,89.0,max,91.0,1,1.72,real_measured
KXHIGHMIA-26SEP10-B86.5,weather,no,2026-09-09T19:49:34Z,0.9919,0.955,0.0369,False,,,,2026-09-09T19:49:34Z,0.955,open,,,,,KXHIGHMIA,Highest temperature in Miami,KMIA,2026-09-10,between,86.0,87.0,max,91.0,1,1.72,real_measured
KXHIGHMIA-26SEP09-T87,weather,yes,2026-09-09T19:49:34Z,0.0815,0.005,0.0765,False,,,,2026-09-09T19:49:34Z,0.005,open,,,,,KXHIGHMIA,Highest temperature in Miami,KMIA,2026-09-09,less,,87.0,max,90.0,0,2.15,real_measured
KXHIGHMIA-26SEP09-B93.5,weather,yes,2026-09-09T19:49:34Z,0.0501,0.005,0.0451,False,,,,2026-09-09T19:49:34Z,0.005,open,,,,,KXHIGHMIA,Highest temperature in Miami,KMIA,2026-09-09,between,93.0,94.0,max,90.0,0,2.15,real_measured
KXHIGHMIA-26SEP09-B91.5,weather,no,2026-09-09T19:49:34Z,0.8552,0.405,0.4502,False,,,,2026-09-09T19:49:34Z,0.405,open,,,,,KXHIGHMIA,Highest temperature in Miami,KMIA,2026-09-09,between,91.0,92.0,max,90.0,0,2.15,real_measured
KXHIGHMIA-26SEP09-B89.5,weather,no,2026-09-09T19:49:34Z,0.821,0.615,0.206,False,,,,2026-09-09T19:49:34Z,0.615,open,,,,,KXHIGHMIA,Highest temperature in Miami,KMIA,2026-09-09,between,89.0,90.0,max,90.0,0,2.15,real_measured
KXHIGHMIA-26SEP09-B87.5,weather,yes,2026-09-09T19:49:34Z,0.0947,0.005,0.0897,False,,,,2026-09-09T19:49:34Z,0.005,open,,,,,KXHIGHMIA,Highest temperature in Miami,KMIA,2026-09-09,between,87.0,88.0,max,90.0,0,2.15,real_measured
KXLOWTATL-26SEP10-B72.5,weather,no,2026-09-09T19:49:34Z,0.78,0.45,0.33,False,,,,2026-09-09T19:49:34Z,0.45,open,,,,,KXLOWTATL,Low Temperature Atlanta,KATL,2026-09-10,between,72.0,73.0,min,72.0,1,1.72,real_measured
KXLOWTATL-26SEP10-B70.5,weather,yes,2026-09-09T19:49:34Z,0.1581,0.115,0.0431,False,,,,2026-09-09T19:49:34Z,0.115,open,,,,,KXLOWTATL,Low Temperature Atlanta,KATL,2026-09-10,between,70.0,71.0,min,72.0,1,1.72,real_measured
KXLOWTATL-26SEP09-T72,weather,yes,2026-09-09T19:49:34Z,0.0815,0.005,0.0765,False,,,,2026-09-09T19:49:34Z,0.005,open,,,,,KXLOWTATL,Low Temperature Atlanta,KATL,2026-09-09,greater,72.0,,min,69.0,0,2.15,real_measured
KXLOWTATL-26SEP09-B71.5,weather,no,2026-09-09T19:49:34Z,0.9053,0.04,0.8653,False,,,,2026-09-09T19:49:34Z,0.04,open,,,,,KXLOWTATL,Low Temperature Atlanta,KATL,2026-09-09,between,71.0,72.0,min,69.0,0,2.15,real_measured
KXLOWTATL-26SEP09-B69.5,weather,yes,2026-09-09T19:49:34Z,0.179,0.025,0.154,False,,,,2026-09-09T19:49:34Z,0.025,open,,,,,KXLOWTATL,Low Temperature Atlanta,KATL,2026-09-09,between,69.0,70.0,min,69.0,0,2.15,real_measured
KXLOWTATL-26SEP09-B67.5,weather,yes,2026-09-09T19:49:34Z,0.1448,0.005,0.1398,False,,,,2026-09-09T19:49:34Z,0.005,open,,,,,KXLOWTATL,Low Temperature Atlanta,KATL,2026-09-09,between,67.0,68.0,min,69.0,0,2.15,real_measured
KXLOWTATL-26SEP09-B65.5,weather,yes,2026-09-09T19:49:34Z,0.0501,0.005,0.0451,False,,,,2026-09-09T19:49:34Z,0.005,open,,,,,KXLOWTATL,Low Temperature Atlanta,KATL,2026-09-09,between,65.0,66.0,min,69.0,0,2.15,real_measured
KXHIGHTATL-26SEP10-T90,weather,no,2026-09-09T19:49:34Z,0.9598,0.92,0.0398,False,,,,2026-09-09T19:49:34Z,0.92,open,,,,,KXHIGHTATL,Atlanta Max Temperature,KATL,2026-09-10,less,,90.0,max,93.0,1,1.72,real_measured
KXHIGHTATL-26SEP10-B94.5,weather,yes,2026-09-09T19:49:34Z,0.1581,0.115,0.0431,False,,,,2026-09-09T19:49:34Z,0.115,open,,,,,KXHIGHTATL,Atlanta Max Temperature,KATL,2026-09-10,between,94.0,95.0,max,93.0,1,1.72,real_measured
KXHIGHTATL-26SEP10-B92.5,weather,no,2026-09-09T19:49:34Z,0.78,0.555,0.225,False,,,,2026-09-09T19:49:34Z,0.555,open,,,,,KXHIGHTATL,Atlanta Max Temperature,KATL,2026-09-10,between,92.0,93.0,max,93.0,1,1.72,real_measured
KXHIGHTATL-26SEP10-B90.5,weather,no,2026-09-09T19:49:34Z,0.9183,0.695,0.2233,False,,,,2026-09-09T19:49:34Z,0.695,open,,,,,KXHIGHTATL,Atlanta Max Temperature,KATL,2026-09-10,between,90.0,91.0,max,93.0,1,1.72,real_measured
KXHIGHTATL-26SEP09-T88,weather,yes,2026-09-09T19:49:34Z,0.0815,0.005,0.0765,False,,,,2026-09-09T19:49:34Z,0.005,open,,,,,KXHIGHTATL,Atlanta Max Temperature,KATL,2026-09-09,less,,88.0,max,91.0,0,2.15,real_measured
KXHIGHTATL-26SEP09-B94.5,weather,yes,2026-09-09T19:49:34Z,0.0501,0.005,0.0451,False,,,,2026-09-09T19:49:34Z,0.005,open,,,,,KXHIGHTATL,Atlanta Max Temperature,KATL,2026-09-09,between,94.0,95.0,max,91.0,0,2.15,real_measured
KXHIGHTATL-26SEP09-B92.5,weather,yes,2026-09-09T19:49:34Z,0.1448,0.045,0.0998,False,,,,2026-09-09T19:49:34Z,0.045,open,,,,,KXHIGHTATL,Atlanta Max Temperature,KATL,2026-09-09,between,92.0,93.0,max,91.0,0,2.15,real_measured
KXHIGHTATL-26SEP09-B90.5,weather,no,2026-09-09T19:49:34Z,0.821,0.145,0.676,False,,,,2026-09-09T19:49:34Z,0.145,open,,,,,KXHIGHTATL,Atlanta Max Temperature,KATL,2026-09-09,between,90.0,91.0,max,91.0,0,2.15,real_measured
KXHIGHTSATX-26SEP10-B99.5,weather,yes,2026-09-09T19:49:34Z,0.1581,0.1,0.0581,False,,,,2026-09-09T19:49:34Z,0.1,open,,,,,KXHIGHTSATX,San Antonio Daily Maximum Temperature,KSAT,2026-09-10,between,99.0,100.0,max,98.0,1,1.72,real_measured
KXHIGHTSATX-26SEP10-B97.5,weather,no,2026-09-09T19:49:34Z,0.78,0.445,0.335,False,,,,2026-09-09T19:49:34Z,0.445,open,,,,,KXHIGHTSATX,San Antonio Daily Maximum Temperature,KSAT,2026-09-10,between,97.0,98.0,max,98.0,1,1.72,real_measured
KXHIGHTSATX-26SEP10-B95.5,weather,no,2026-09-09T19:49:34Z,0.9183,0.75,0.1683,False,,,,2026-09-09T19:49:34Z,0.75,open,,,,,KXHIGHTSATX,San Antonio Daily Maximum Temperature,KSAT,2026-09-10,between,95.0,96.0,max,98.0,1,1.72,real_measured
KXHIGHTSATX-26SEP09-T95,weather,yes,2026-09-09T19:49:34Z,0.0815,0.005,0.0765,False,,,,2026-09-09T19:49:34Z,0.005,open,,,,,KXHIGHTSATX,San Antonio Daily Maximum Temperature,KSAT,2026-09-09,less,,95.0,max,98.0,0,2.15,real_measured
KXHIGHTSATX-26SEP09-B97.5,weather,no,2026-09-09T19:49:34Z,0.821,0.285,0.536,False,,,,2026-09-09T19:49:34Z,0.285,open,,,,,KXHIGHTSATX,San Antonio Daily Maximum Temperature,KSAT,2026-09-09,between,97.0,98.0,max,98.0,0,2.15,real_measured
KXHIGHTSATX-26SEP09-B95.5,weather,no,2026-09-09T19:49:34Z,0.9053,0.875,0.0303,False,,,,2026-09-09T19:49:34Z,0.875,open,,,,,KXHIGHTSATX,San Antonio Daily Maximum Temperature,KSAT,2026-09-09,between,95.0,96.0,max,98.0,0,2.15,real_measured
KXHIGHTSATX-26SEP09-B101.5,weather,yes,2026-09-09T19:49:34Z,0.0501,0.005,0.0451,False,,,,2026-09-09T19:49:34Z,0.005,open,,,,,KXHIGHTSATX,San Antonio Daily Maximum Temperature,KSAT,2026-09-09,between,101.0,102.0,max,98.0,0,2.15,real_measured
KXHIGHTDAL-26SEP10-T97,weather,no,2026-09-09T19:49:34Z,0.9598,0.905,0.0548,False,,,,2026-09-09T19:49:34Z,0.905,open,,,,,KXHIGHTDAL,Dallas Maximum Temperature,KDFW,2026-09-10,less,,97.0,max,100.0,1,1.72,real_measured
KXHIGHTDAL-26SEP10-B99.5,weather,no,2026-09-09T19:49:34Z,0.78,0.565,0.215,False,,,,2026-09-09T19:49:34Z,0.565,open,,,,,KXHIGHTDAL,Dallas Maximum Temperature,KDFW,2026-09-10,between,99.0,100.0,max,100.0,1,1.72,real_measured
KXHIGHTDAL-26SEP10-B97.5,weather,no,2026-09-09T19:49:34Z,0.9183,0.655,0.2633,False,,,,2026-09-09T19:49:34Z,0.655,open,,,,,KXHIGHTDAL,Dallas Maximum Temperature,KDFW,2026-09-10,between,97.0,98.0,max,100.0,1,1.72,real_measured
KXHIGHTDAL-26SEP10-B101.5,weather,yes,2026-09-09T19:49:34Z,0.1581,0.085,0.0731,False,,,,2026-09-09T19:49:34Z,0.085,open,,,,,KXHIGHTDAL,Dallas Maximum Temperature,KDFW,2026-09-10,between,101.0,102.0,max,100.0,1,1.72,real_measured
KXHIGHTDAL-26SEP09-T98,weather,yes,2026-09-09T19:49:34Z,0.1762,0.005,0.1712,False,,,,2026-09-09T19:49:34Z,0.005,open,,,,,KXHIGHTDAL,Dallas Maximum Temperature,KDFW,2026-09-09,less,,98.0,max,100.0,0,2.15,real_measured
KXHIGHTDAL-26SEP09-B98.5,weather,yes,2026-09-09T19:49:34Z,0.1448,0.065,0.0798,False,,,,2026-09-09T19:49:34Z,0.065,open,,,,,KXHIGHTDAL,Dallas Maximum Temperature,KDFW,2026-09-09,between,98.0,99.0,max,100.0,0,2.15,real_measured
KXHIGHTDAL-26SEP09-B100.5,weather,no,2026-09-09T19:49:34Z,0.821,0.18,0.641,False,,,,2026-09-09T19:49:34Z,0.18,open,,,,,KXHIGHTDAL,Dallas Maximum Temperature,KDFW,2026-09-09,between,100.0,101.0,max,100.0,0,2.15,real_measured
KXHIGHAUS-26SEP10-B99.5,weather,no,2026-09-09T19:49:34Z,0.8419,0.435,0.4069,False,,,,2026-09-09T19:49:34Z,0.435,open,,,,,KXHIGHAUS,Highest temperature in Austin,KAUS,2026-09-10,between,99.0,100.0,max,98.0,1,1.72,real_measured
KXHIGHAUS-26SEP10-B97.5,weather,no,2026-09-09T19:49:34Z,0.78,0.645,0.135,False,,,,2026-09-09T19:49:34Z,0.645,open,,,,,KXHIGHAUS,Highest temperature in Austin,KAUS,2026-09-10,between,97.0,98.0,max,98.0,1,1.72,real_measured
KXHIGHAUS-26SEP10-B95.5,weather,yes,2026-09-09T19:49:34Z,0.0817,0.035,0.0467,False,,,,2026-09-09T19:49:34Z,0.035,open,,,,,KXHIGHAUS,Highest temperature in Austin,KAUS,2026-09-10,between,95.0,96.0,max,98.0,1,1.72,real_measured
KXHIGHAUS-26SEP10-B101.5,weather,no,2026-09-09T19:49:34Z,0.9697,0.935,0.0347,False,,,,2026-09-09T19:49:34Z,0.935,open,,,,,KXHIGHAUS,Highest temperature in Austin,KAUS,2026-09-10,between,101.0,102.0,max,98.0,1,1.72,real_measured
KXHIGHAUS-26SEP09-T96,weather,yes,2026-09-09T19:49:34Z,0.0815,0.005,0.0765,False,,,,2026-09-09T19:49:34Z,0.005,open,,,,,KXHIGHAUS,Highest temperature in Austin,KAUS,2026-09-09,less,,96.0,max,99.0,0,2.15,real_measured
KXHIGHAUS-26SEP09-B98.5,weather,no,2026-09-09T19:49:34Z,0.821,0.525,0.296,False,,,,2026-09-09T19:49:34Z,0.525,open,,,,,KXHIGHAUS,Highest temperature in Austin,KAUS,2026-09-09,between,98.0,99.0,max,99.0,0,2.15,real_measured
KXHIGHAUS-26SEP09-B96.5,weather,yes,2026-09-09T19:49:34Z,0.0947,0.005,0.0897,False,,,,2026-09-09T19:49:34Z,0.005,open,,,,,KXHIGHAUS,Highest temperature in Austin,KAUS,2026-09-09,between,96.0,97.0,max,99.0,0,2.15,real_measured
KXHIGHAUS-26SEP09-B100.5,weather,no,2026-09-09T19:49:34Z,0.8552,0.485,0.3702,False,,,,2026-09-09T19:49:34Z,0.485,open,,,,,KXHIGHAUS,Highest temperature in Austin,KAUS,2026-09-09,between,100.0,101.0,max,99.0,0,2.15,real_measured
KXLOWTPHX-26SEP10-T89,weather,no,2026-09-09T19:49:34Z,0.72,0.515,0.205,False,,,,2026-09-09T19:49:34Z,0.515,open,,,,,KXLOWTPHX,Low Temperature Phoenix,KPHX,2026-09-10,greater,89.0,,min,88.0,1,1.72,real_measured
KXLOWTPHX-26SEP10-B88.5,weather,no,2026-09-09T19:49:34Z,0.78,0.705,0.075,False,,,,2026-09-09T19:49:34Z,0.705,open,,,,,KXLOWTPHX,Low Temperature Phoenix,KPHX,2026-09-10,between,88.0,89.0,min,88.0,1,1.72,real_measured
KXLOWTPHX-26SEP09-T88,weather,no,2026-09-09T19:49:34Z,0.5,0.03,0.47,False,,,,2026-09-09T19:49:34Z,0.03,open,,,,,KXLOWTPHX,Low Temperature Phoenix,KPHX,2026-09-09,greater,88.0,,min,88.0,0,2.15,real_measured
KXLOWTPHX-26SEP09-B87.5,weather,yes,2026-09-09T19:49:34Z,0.179,0.03,0.149,False,,,,2026-09-09T19:49:34Z,0.03,open,,,,,KXLOWTPHX,Low Temperature Phoenix,KPHX,2026-09-09,between,87.0,88.0,min,88.0,0,2.15,real_measured
KXLOWTPHX-26SEP09-B85.5,weather,yes,2026-09-09T19:49:34Z,0.0947,0.01,0.0847,False,,,,2026-09-09T19:49:34Z,0.01,open,,,,,KXLOWTPHX,Low Temperature Phoenix,KPHX,2026-09-09,between,85.0,86.0,min,88.0,0,2.15,real_measured
KXHIGHTPHX-26SEP10-B111.5,weather,yes,2026-09-09T19:49:34Z,0.0817,0.045,0.0367,False,,,,2026-09-09T19:49:34Z,0.045,open,,,,,KXHIGHTPHX,Phoenix High Temperature Daily,KPHX,2026-09-10,between,111.0,112.0,max,109.0,1,1.72,real_measured
KXHIGHTPHX-26SEP10-B109.5,weather,no,2026-09-09T19:49:34Z,0.78,0.505,0.275,False,,,,2026-09-09T19:49:34Z,0.505,open,,,,,KXHIGHTPHX,Phoenix High Temperature Daily,KPHX,2026-09-10,between,109.0,110.0,max,109.0,1,1.72,real_measured
KXHIGHTPHX-26SEP10-B107.5,weather,no,2026-09-09T19:49:34Z,0.8419,0.585,0.2569,False,,,,2026-09-09T19:49:34Z,0.585,open,,,,,KXHIGHTPHX,Phoenix High Temperature Daily,KPHX,2026-09-10,between,107.0,108.0,max,109.0,1,1.72,real_measured
KXHIGHTPHX-26SEP09-T104,weather,yes,2026-09-09T19:49:34Z,0.0815,0.02,0.0615,False,,,,2026-09-09T19:49:34Z,0.02,open,,,,,KXHIGHTPHX,Phoenix High Temperature Daily,KPHX,2026-09-09,less,,104.0,max,107.0,0,2.15,real_measured
KXHIGHTPHX-26SEP09-B108.5,weather,no,2026-09-09T19:49:34Z,0.8552,0.675,0.1802,False,,,,2026-09-09T19:49:34Z,0.675,open,,,,,KXHIGHTPHX,Phoenix High Temperature Daily,KPHX,2026-09-09,between,108.0,109.0,max,107.0,0,2.15,real_measured
KXHIGHTPHX-26SEP09-B106.5,weather,no,2026-09-09T19:49:34Z,0.821,0.455,0.366,False,,,,2026-09-09T19:49:34Z,0.455,open,,,,,KXHIGHTPHX,Phoenix High Temperature Daily,KPHX,2026-09-09,between,106.0,107.0,max,107.0,0,2.15,real_measured
KXHIGHTPHX-26SEP09-B104.5,weather,yes,2026-09-09T19:49:34Z,0.0947,0.045,0.0497,False,,,,2026-09-09T19:49:34Z,0.045,open,,,,,KXHIGHTPHX,Phoenix High Temperature Daily,KPHX,2026-09-09,between,104.0,105.0,max,107.0,0,2.15,real_measured
KXLOWTDC-26SEP10-T74,weather,yes,2026-09-09T19:49:34Z,0.5,0.27,0.23,False,,,,2026-09-09T19:49:34Z,0.27,open,,,,,KXLOWTDC,Lowest Temperature DC ,KDCA,2026-09-10,greater,74.0,,min,74.0,1,1.72,real_measured
KXLOWTDC-26SEP10-B73.5,weather,no,2026-09-09T19:49:34Z,0.78,0.54,0.24,False,,,,2026-09-09T19:49:34Z,0.54,open,,,,,KXLOWTDC,Lowest Temperature DC ,KDCA,2026-09-10,between,73.0,74.0,min,74.0,1,1.72,real_measured
KXLOWTDC-26SEP10-B71.5,weather,no,2026-09-09T19:49:34Z,0.9183,0.795,0.1233,False,,,,2026-09-09T19:49:34Z,0.795,open,,,,,KXLOWTDC,Lowest Temperature DC ,KDCA,2026-09-10,between,71.0,72.0,min,74.0,1,1.72,real_measured
KXLOWTDC-26SEP10-B69.5,weather,no,2026-09-09T19:49:34Z,0.9919,0.96,0.0319,False,,,,2026-09-09T19:49:34Z,0.96,open,,,,,KXLOWTDC,Lowest Temperature DC ,KDCA,2026-09-10,between,69.0,70.0,min,74.0,1,1.72,real_measured
KXLOWTDC-26SEP10-B67.5,weather,no,2026-09-09T19:49:34Z,0.9998,0.965,0.0348,False,,,,2026-09-09T19:49:34Z,0.965,open,,,,,KXLOWTDC,Lowest Temperature DC ,KDCA,2026-09-10,between,67.0,68.0,min,74.0,1,1.72,real_measured
KXLOWTDC-26SEP09-T69,weather,no,2026-09-09T19:49:34Z,0.321,0.105,0.216,False,,,,2026-09-09T19:49:34Z,0.105,open,,,,,KXLOWTDC,Lowest Temperature DC ,KDCA,2026-09-09,greater,69.0,,min,70.0,0,2.15,real_measured
KXLOWTDC-26SEP09-B68.5,weather,yes,2026-09-09T19:49:34Z,0.1448,0.08,0.0648,False,,,,2026-09-09T19:49:34Z,0.08,open,,,,,KXLOWTDC,Lowest Temperature DC ,KDCA,2026-09-09,between,68.0,69.0,min,70.0,0,2.15,real_measured
KXLOWTDC-26SEP09-B66.5,weather,yes,2026-09-09T19:49:34Z,0.0501,0.005,0.0451,False,,,,2026-09-09T19:49:34Z,0.005,open,,,,,KXLOWTDC,Lowest Temperature DC ,KDCA,2026-09-09,between,66.0,67.0,min,70.0,0,2.15,real_measured
KXHIGHTHOU-26SEP10-T94,weather,yes,2026-09-09T19:49:34Z,0.1218,0.025,0.0968,False,,,,2026-09-09T19:49:34Z,0.025,open,,,,,KXHIGHTHOU,Daily High Temperature Houston,KHOU,2026-09-10,greater,94.0,,max,92.0,1,1.72,real_measured
KXHIGHTHOU-26SEP10-B93.5,weather,no,2026-09-09T19:49:34Z,0.8419,0.775,0.0669,False,,,,2026-09-09T19:49:34Z,0.775,open,,,,,KXHIGHTHOU,Daily High Temperature Houston,KHOU,2026-09-10,between,93.0,94.0,max,92.0,1,1.72,real_measured
